Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Auto Elec Angle Align Enable,自动寻相开关,App,57,,Val,UNS8,RW,0,2,0,-,auto_elec_angle_align_enable,Y,Enabled|Disabled,立即,Y,1,0x3622,0x00,Val,UNS8,0,2,0,,"0：关闭
1：开启",https://hs9e67ygio.feishu.cn/wiki/wikcn6AYMSh4gHvwCM8XXdoXoKc?from=from_copylink,,1053,1,,,基本控制参数
Point Program Dwell Time,点位编程停留时间,App,58,,Val,UNS32,RW,0,4294967295,0,ms,point_program_dwell_time,Y,Enabled|Disabled,立即,Y,1,0x3623,0x00,Val,UNS32,0,4294967295,0,,设置到达目标位置1或2时，切换到开始执行运动到下一个目标位置的停留时间。,https://hs9e67ygio.feishu.cn/wiki/wikcnmPmGnHAYnFuhkI37VSBAUd#doxcn2yEIuyicumUWBHkny2CsuB,,1055,2,,,位置模式参数
Pulse Input Resolution,脉冲输入分辨率,App,59,,Val,UNS32,RW,10,10000000,4096,-,pulse_input_resolution,Y,Disabled,立即,Y,1,0x362A,0x00,,,#N/A,#N/A,4096,,输入达到设置的分辨率则对应的电机会旋转一圈，直线电机则为移动一个极距距离。,https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd#doxcniYGM4i6GoSEcITeh8sbbOe,,1067,2,疑问,402DataType?,脉冲控位置模式参数
Pulse Input Ratio Numerator,脉冲输入倍率分子,App,60,,Val,INTEGER32,RW,-2147483648,2147483647,1,-,pulse_input_ratio_num,Y,Disabled,立即,Y,1,0x362B,0x00,,,#N/A,#N/A,1,,脉冲输入齿轮比=脉冲输入齿轮比分子/脉冲输入齿轮比分母，一个脉冲输入分辨 = 1/脉冲输入齿轮比 (圈)。,https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd?from=from_copylink,,1069,2,疑问,402DataType?,脉冲控位置模式参数
Pulse Input Ratio Denominator,脉冲输入倍率分母,App,61,,Val,INTEGER32,RW,-2147483648,2147483647,1,-,pulse_input_ratio_den,Y,Disabled,立即,Y,1,0x362C,0x00,,,#N/A,#N/A,1,,脉冲输入齿轮比=脉冲输入齿轮比分子/脉冲输入齿轮比分母，一个脉冲输入分辨 = 1/脉冲输入齿轮比 (圈)。,https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd?from=from_copylink,,1071,2,疑问,402DataType?,脉冲控位置模式参数
Target Position After Homing,回零后目标位置,App,62,,Val,INTEGER32,RW,-2147483648,2147483647,0,p,target_position_after_homing,Y,Enabled|Disabled,立即,Y,1,0x3634,0x00,Val,INTEGER32,-2147483648,2147483647,0,,"1、回零完成后以轮廓加速度（0x6083）和轮廓减速度（0x6084-0x00）运行到目标轮廓速度（0x6081-0x00）并以此速度运行到回零完成后的位置偏移。
2、回零完成后的位置偏移为正数时，回零完成后正向运行；回零完成后的位置偏移为负数时，回零完成后负向运行。",https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcniMMMUwcASyGouGDCkr0SAd,,1083,2,,,回零模式参数
Homing Stall Current Relative,回零堵转电流相对值,App,63,,Val,UNS8,RW,0,150,100,%,homing_stall_current_relative,Y,Enabled|Disabled,立即,Y,1,0x3637,0x00,Val,UNS8,0,150,100,,"1、回零堵转电流占电机额定电流的百分比。
2、此参数适用于堵转回零：回零方式-1、回零方式-2、回零方式15、回零方式16。",https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcnMaUycM0mie0QUlJgwzfLGb,,1088,1,,,回零模式参数
Electrical Angle Identification Mode,电角度辨识模式,App,64,,Val,UNS8,RW,0,1,0,-,elec_angle_ident_mode,Y,Disabled,立即,Y,1,0x3638,0x00,Val,UNS8,0,1,0,,"0：强拉寻相
3：短距离寻相",https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,1089,1,,,辨识功能参数
Electrical Angle Identification Timeout Time,电角度辨识超时时间,App,65,,Val,UNS32,RW,0,100000,50000,ms,elec_angle_ident_timeout_time,Y,Disabled,立即,Y,1,0x3639,0x00,Val,UNS32,0,100000,50000,,,https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3?from=from_copylink,,1091,2,,,辨识功能参数
Positioning Option Code,位置模式选项码,App,66,,Val,UNS16,RW,0,65535,2,-,positioning_option_code,Y,Enabled|Disabled,立即,Y,1,0x60F2,0x00,Val,UNS16,0,65535,2,,"0：相对位置目标值
1：相对位置规划置
2：相对位置当前值
默认为相对位置当前值。",https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcnekEKmCGueMaKuoYMGKrlff,,61645,1,,,位置模式参数
Homing Timeout Time,回零超时时间,App,67,,Val,UNS32,RW,0,4294967295,0,ms,homing_timeout_time,Y,Enabled|Disabled,立即,Y,1,0x3643,0x00,Val,UNS32,0,4294967295,0,,"1、在此时间内如果没有回零完成就会报回零错误。
2、设置为0时，表示关闭回零超时判断功能。",https://hs9e67ygio.feishu.cn/wiki/wikcniwKvYXfVDWxvTGmHZq6Fng#doxcnK0IMakS6ISWEAzGpQH7TKd,,1109,2,,,回零模式参数
Communication Function Option Code 1,通信功能选项码1,App,68,,Val,UNS32,RW,0,4294967295,0,-,comm_func_option_code_1,Y,Enabled|Disabled,立即,Y,1,0x3649,0x00,,,#N/A,#N/A,0,,,,,1118,2,疑问,402DataType?,
Communication Function Option Code 2,通信功能选项码2,App,69,,Val,UNS32,RW,0,4294967295,0,-,comm_func_option_code_2,Y,Enabled|Disabled,立即,Y,1,0x364A,0x00,,,#N/A,#N/A,0,,,,,1120,2,疑问,402DataType?,
Electrical Angle Align Auto Return Enable,寻相后自动返回开关,App,70,,Val,UNS8,RW,0,1,0,-,elec_angle_align_auto_return_enable,Y,Enabled|Disabled,立即,Y,1,0x3657,0x00,Val,UNS8,0,1,0,,"0：关闭
1：打开。
开启此开关后，寻相完成后会运行到开始寻相前的位置。",https://hs9e67ygio.feishu.cn/wiki/wikcnkkmrno0TAYASop2eVWAaag?from=from_copylink,,1142,1,,,基本控制参数
Force Control Search Speed,力控搜索速度,App,71,,Val,REAL32,RW,0,service_param_.app_speed_limit,0,p/s,force_control_search_speed,Y,Enabled|Disabled,立即,Y,1,0x3658,0x00,Val,UNS32,0,#VALUE!,0,,,,,1144,2,,,力控模式参数
Force Comp Identification Point Number,力控补偿辨识点数,App,72,,Val,UNS8,RW,2,98,10,-,force_comp_ident_point_number,Y,Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Force Comp Identification Start Position,力控补偿辨识起始位置,App,73,,Val,INTEGER64,RW,-9223372036854775808,9223372036854775807,0,p,force_comp_ident_start_position,Y,Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Force Comp Identification End Position,力控补偿辨识终止位置,App,74,,Val,INTEGER64,RW,-9223372036854775808,9223372036854775807,0,p,force_comp_ident_end_position,Y,Disabled,立即,N,,,,,,-,-,-,,,,,,,,,
Phase Current Auto Calibration Enable,相电流自动校准开关,App,75,,Val,UNS8,RW,0,1,1,-,phase_current_auto_calib_enable,Y,Disabled,立即,Y,1,0x3666,0x00,Val,UNS8,0,1,1,,,,,,,疑问,modbus地址表中还没有这个,相电流校准参数
Position Demand Value,位置指令值,Output,1,,Val,INTEGER64,RO,-9223372036854775808,9223372036854775807,0,p,position_demand_value,N,Enabled|Disabled,只读,Y,1,0x6062,0x00,Val,INTEGER32,-2147483648,2147483647,0,UU,,,,61453,2,错误,前后数据类型不一致,位置模式参数
Velocity Target Value,速度目标值,Output,2,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,p/s,velocity_target_value,N,Enabled|Disabled,立即,Y,1,0x60FF,0x00,Val,INTEGER32,-2147483648,2147483647,0,UU,用户设置电机运行速度,https://hs9e67ygio.feishu.cn/wiki/wikcnmVcV7v3ggnC06QqfGA7jXb?from=from_copylink,,61659,2,,,速度模式参数
Velocity Demand Value,速度指令值,Output,3,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,p/s,velocity_demand_value,N,Enabled|Disabled,只读,Y,1,0x606B,0x00,Val,INTEGER32,-2147483648,2147483647,0,UU,,,,61468,2,,,速度模式参数
Force Target Value,力目标值,Output,4,,Val,INTEGER32,RW,-2147483648,2147483647,0,N,force_target_value,N,Enabled|Disabled,立即,Y,1,0x358D,0x00,Val,INTEGER32,-2147483648,2147483647,0,adc,,https://hs9e67ygio.feishu.cn/wiki/wikcnedTsEoaZvQ8fgMFnzI2ICF?from=from_copylink,,537,2,,,力控模式参数
Force Demand Value,力指令值,Output,5,,Val,INTEGER32,RO,-2147483648,2147483647,0,N,force_demand_value,N,Enabled|Disabled,只读,Y,1,0x35E9,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,,,959,2,,,力控模式参数
Torque Target Value,力矩目标值,Output,6,,Val,REAL32,RW,-service_param_.app_torque_limit,service_param_.app_torque_limit,0,mN·m,torque_target_value,N,Enabled|Disabled,立即,Y,,0x6071,0x00,Val,INTEGER16,#VALUE!,#VALUE!,0,‰,,https://hs9e67ygio.feishu.cn/wiki/wikcnzGqWKPzG5N3KcwoHcL1iDc?from=from_copylink,,61475,1,错误,前后数据类型不一致，单位转换原因无法计算范围,力矩模式参数
Torque Demand Value,力矩指令值,Output,7,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,mN·m,torque_demand_value,N,Enabled|Disabled,只读,Y,,0x6074,0x00,Val,INTEGER16,0,0,0,‰,,https://hs9e67ygio.feishu.cn/wiki/wikcnzGqWKPzG5N3KcwoHcL1iDc?from=from_copylink,,61478,1,错误,前后数据类型不一致，单位转换原因无法计算范围,力矩模式参数
Current Target Value,电流目标值,Output,8,,Val,REAL32,RW,-service_param_.app_current_limit,service_param_.app_current_limit,0,A,current_target_value,N,Enabled|Disabled,立即,N,,,,,,-,-,-,,,,,,,,,力矩模式参数
Current Demand Value,电流指令值,Output,9,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,current_demand_value,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,力矩模式参数
Digital Output Status,数字IO输出值,Output,10,,Val,UNS32,RW,0,4294967295,0,-,digital_output_status,N,Enabled|Disabled,立即,Y,1,0x60FE,0x01,Struct,UNS32,0,4294967295,0,-,"0：无效
1：有效",https://hs9e67ygio.feishu.cn/wiki/wikcnbl80zy6stpRKaJyVXRXVSe#doxcnGa2CM2gsiSK2gPdwf9YGQf,,61655,2,,,GPO输出参数
Operation State Command,运行指令,Output,11,,Val,UNS16,RW,0,65535,0,-,op_state_cmd,N,Enabled|Disabled,立即,N,1,,,,,-,-,-,-,,,,,,,,基本控制参数
Operation Mode Command,运行模式指令,Output,12,,Val,INTEGER8,RW,-128,127,0,-,op_mode_cmd,N,Enabled|Disabled,立即,Y,1,0x6060,0x00,Val,INTEGER8,-128,127,0,-,"0x01：位置模式
0x03：速度模式
0x04：力矩模式
0x06：回零模式
0x0B：力控模式
0x3C：往复运动模式
0x16：模拟量控速度模式
0x17：模拟量控力矩模式
0x1F：脉冲控位置模式
0x3D：参考信号模式
0x2A：PWM控速模式
0x3E：多段运行模式
0xFF：电气辨识
0xFE：方向辨识
0xFC：极对数辨识
0xFB：Z相辨识
0xFD：霍尔辨识
0xFA：电角度辨识
0xF7：机械特性辨识
0xF8：转矩脉动辨识",https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcn2QogmYEuAWq4sNxCkqCKpd,,61450,1,,,基本控制参数
System Control Command,系统控制指令,Output,13,,Val,UNS8,RW,0,255,0,-,system_control_cmd,N,Enabled|Disabled,立即,Y,1,0x4500,0x00,Val,UNS8,0,255,0,-,"0：驱动器复位
1：参数保存
2：测试设备灯闪
255：恢复出厂设置",https://hs9e67ygio.feishu.cn/wiki/wikcnQOJ62Vh5r41g0BJ95rY46g?from=from_copylink,,24577,1,,,基本控制参数
DS402 Controlword,402控制字,Output,14,,Val,UNS16,RW,0,65535,0,-,ds402_controlword,N,Enabled|Disabled,立即,Y,1,0x6040,0x00,Val,UNS16,0,65535,0,-,,https://hs9e67ygio.feishu.cn/wiki/wikcnmNqATLpxMmBpPiPqy8orfe?from=from_copylink,,61443,1,,,基本控制参数
Axis D Current Target Value,D轴电流目标值,Output,15,,Val,REAL32,RW,N,N,0,A,axis_d_current_target_value,N,Enabled|Disabled,立即,Y,1,0x35F2,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mA,,,,975,2,,,监控参数
Axis D Current Demand Value,D轴电流指令值,Output,16,,Val,REAL32,RO,N,N,0,A,axis_d_current_demand_value,N,Enabled|Disabled,只读,Y,1,0x35F3,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mA,,,,977,2,,,监控参数
Axis Alpha Voltage Target Value,Alpha轴电压目标值,Output,17,,Val,REAL32,RW,N,N,0,V,axis_alpha_voltage_target_value,N,Enabled|Disabled,立即,Y,1,0x35F4,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mV,,,,979,2,,,监控参数
Axis Beta Voltage Target Value,Beta轴电压目标值,Output,18,,Val,REAL32,RW,N,N,0,V,axis_beta_voltage_target_value,N,Enabled|Disabled,立即,Y,1,0x35F5,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mV,,,,981,2,,,监控参数
Axis Alpha Voltage Demand Value,Alpha轴电压指令值,Output,19,,Val,REAL32,RO,N,N,0,V,axis_alpha_voltage_demand_value,N,Enabled|Disabled,只读,Y,1,0x35F9,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mV,,,,989,2,,,监控参数
Axis Beta Voltage Demand Value,Beta轴电压指令值,Output,20,,Val,REAL32,RO,N,N,0,V,axis_beta_voltage_demand_value,N,Enabled|Disabled,只读,Y,1,0x35FA,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,mV,,,,991,2,,,监控参数
Multi Segment Selection Command,多段运行模式段选指令,Output,21,,Val,UNS8,RW,N,multi_segment_param_.head.number_of_segment,0,-,multi_segment_selection_cmd,N,Enabled|Disabled,立即,Y,1,0x3609,0x00,,,#N/A,#N/A,0,,多段运行模式的目标运行段,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1015,1,疑问,402DataType?,多段运行参数
Multi Segment Trigger Command,多段运行模式触发指令,Output,22,,Val,UNS8,RW,N,N,0,-,multi_segment_trigger_cmd,N,Enabled|Disabled,立即,Y,1,0x360A,0x00,,,#N/A,#N/A,0,,触发运行,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1016,1,疑问,402DataType?,多段运行参数
Multi Segment Set Segment Index,多段运行模式设置段索引,Output,23,,Val,UNS8,RW,N,16,0,-,multi_segment_set_segment_index,N,Enabled|Disabled,立即,Y,1,0x362D,0x00,,,#N/A,#N/A,0,,运行段索引,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1072,1,疑问,402DataType?,多段运行参数
Multi Segment Set Param Index,多段运行模式设置参数索引,Output,24,,Val,UNS8,RW,N,7,0,-,multi_segment_set_param_index,N,Enabled|Disabled,立即,Y,1,0x362E,0x00,,,#N/A,#N/A,0,,设置运行段中的运行参数。,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1073,1,疑问,402DataType?,多段运行参数
Multi Segment Set Value,多段运行模式设置值,Output,25,,Val,UNS32,RW,N,N,0,-,multi_segment_set_value,N,Enabled|Disabled,立即,Y,1,0x362F,0x00,,,#N/A,#N/A,0,,设置参数值,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1075,2,疑问,402DataType?,多段运行参数
Position Error Correction Set Index,位置误差补偿表设置索引,Output,26,,Val,UNS32,RW,N,N,0,-,position_error_correction_set_index,N,Disabled,立即,Y,1,0x3630,0x00,,,#N/A,#N/A,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1077,2,疑问,402DataType?,位置误差补偿参数
Position Error Correction Set Value,位置误差补偿表设置值,Output,27,,Val,INTEGER32,RW,N,N,0,-,position_error_correction_set_value,N,Disabled,立即,Y,1,0x3631,0x00,,,#N/A,#N/A,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1079,2,疑问,402DataType?,位置误差补偿参数
Position Error Correction Parameters Reset Command,位置误差补偿参数复位指令,Output,28,,Val,UNS8,RW,N,N,0,-,position_error_correction_param_reset_cmd,N,Disabled,立即,Y,1,0x3632,0x00,,,#N/A,#N/A,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcnyqvC2K6N1577hj1CixZSLd?from=from_copylink,,1080,1,疑问,402DataType?,位置误差补偿参数
Position Active Target Value,位置有效目标值,Output,29,,Val,INTEGER64,RO,N,N,0,p,position_active_target_value,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Touch Probe Function Controlword,探针功能控制字,Output,30,,Val,UNS16,RW,N,N,0,-,touch_probe_function_controlword,N,Enabled|Disabled,立即,Y,1,0x60B8,0x00,Val,UNS16,#VALUE!,#VALUE!,0,-,,,,61569,1,,,GPI输入参数
Position User Target Value,位置用户目标值,Output,31,,Val,INTEGER32,RW,N,N,0,UU,position_user_target_value,N,Enabled|Disabled,立即,Y,1,0x607A,0x00,Val,INTEGER32,#VALUE!,#VALUE!,0,UU,受软件位置限制值限制。,https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcnCGqyYCqGOMyekvL2YH5Icc,,61488,2,,,位置模式参数
Phase Current Calibration Command,相电流校准指令,Output,32,,Val,UNS8,RW,N,1,0,-,phase_current_calib_cmd,N,Enabled|Disabled,立即,Y,1,0x3667,0x00,Val,UNS8,#VALUE!,1,0,,,,,,,疑问,没有modbus地址,相电流校准参数
Torque Max Record Command,力矩最大值记录指令,Output,33,,Val,UNS8,RW,N,2,0,-,torque_max_record_cmd,N,Enabled|Disabled,立即,Y,1,,,,,#N/A,#N/A,0,,,,,,,疑问,无字典值,力矩模式参数
Load Position Actual Value,负载端位置当前值,Feedback,1,,Val,INTEGER64,RO,-9223372036854775808,9223372036854775807,0,p,load_position_actual_value,N,Enabled|Disabled,只读,Y,1,0x6064,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcn1XCUpIfmH7JhsWYQwYWpTf#doxcn2c88kmsY2iqKUUOklGu5Z9,,61457,2,错误,前后数据类型不一致,位置模式参数
Motor Velocity Actual Value,电机端速度当前值,Feedback,2,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,p/s,motor_velocity_actual_value,N,Enabled|Disabled,只读,Y,1,0x3574,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,,,437,2,,,监控参数
Load Velocity Actual Value,负载端速度当前值,Feedback,3,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,p/s,load_velocity_actual_value,N,Enabled|Disabled,只读,Y,1,0x606C,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,,,61470,2,,,监控参数
Torque Actual Value,力矩当前值,Feedback,4,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,mN·m,torque_actual_value,N,Enabled|Disabled,只读,Y,1,0x6077,0x00,Val,INTEGER16,-32768,32767,0,‰,,,,61483,1,,,监控参数
Current Actual Value,电流当前值,Feedback,5,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,current_actual_value,N,Enabled|Disabled,只读,Y,1,0x6078,0x00,Val,INTEGER16,-32768,32767,0,‰,,https://hs9e67ygio.feishu.cn/wiki/wikcnzGqWKPzG5N3KcwoHcL1iDc?from=from_copylink,,61484,1,,,监控参数
Load Torque Feedback Actual Value,负载力矩反馈当前值,Feedback,6,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,mN·m,load_torque_fb_actual_value,N,Enabled|Disabled,只读,Y,1,0x358E,0x00,Val,INTEGER32,-2147483648,2147483647,0,mA,,,,539,2,,,监控参数
Drive Temperature,驱动器温度,Feedback,7,,Val,INTEGER32,RO,-2147483648,2147483647,0,℃,drive_temp,N,Enabled|Disabled,只读,Y,1,0x3521,0x00,Val,INTEGER32,-2147483648,2147483647,0,mV,,https://hs9e67ygio.feishu.cn/wiki/wikcndCGpI1T3gCIMtkYOefVTGd?from=from_copylink,,54,2,,,监控参数
Motor Temperature,电机温度,Feedback,8,,Val,INTEGER32,RO,-2147483648,2147483647,0,℃,motor_temp,N,Enabled|Disabled,只读,Y,1,0x3529,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,,,66,2,,,监控参数
Encoder1 Temperature,编码器1温度,Feedback,9,,Val,UNS8,RO,0,255,0,℃,enc1_temp,N,Enabled|Disabled,只读,Y,1,0x35B9,0x08,Struct,UNS8,0,255,0,,,,,838,1,,,
Encoder2 Temperature,编码器2温度,Feedback,10,,Val,UNS8,RO,0,255,0,℃,enc2_temp,N,Enabled|Disabled,只读,Y,1,0x35BA,0x08,Struct,UNS8,0,255,0,,,,,854,1,,,
Bus Voltage  Actual Value,母线电压当前值,Feedback,11,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,bus_voltage_actual_value,N,Enabled|Disabled,只读,Y,1000,0x6079,0x00,Val,UNS32,0,4294967295,0,mA,,,,61486,2,,,监控参数
Phase U Voltage Actual Value,U相电压当前值,Feedback,12,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,phase_u_voltage_actual_value,N,Enabled|Disabled,只读,Y,1,0x357B,0x01,Struct,INTEGER32,-2147483648,2147483647,0,mA,,,,453,2,,,监控参数
Phase V Voltage Actual Value,V相电压当前值,Feedback,13,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,phase_v_voltage_actual_value,N,Enabled|Disabled,只读,Y,1,0x357B,0x02,Struct,INTEGER32,-2147483648,2147483647,0,mA,,,,455,2,,,监控参数
Phase W Voltage Actual Value,W相电压当前值,Feedback,14,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,phase_w_voltage_actual_value,N,Enabled|Disabled,只读,Y,1,0x357B,0x03,Struct,INTEGER32,-2147483648,2147483647,0,-,,,,457,2,,,监控参数
Phase U Current Actual Value,U相电流当前值,Feedback,15,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,phase_u_current_actual_value,N,Enabled|Disabled,只读,Y,1,0x357A,0x01,Struct,INTEGER32,-2147483648,2147483647,0,-,,,,447,2,,,监控参数
Phase V Current Actual Value,V相电流当前值,Feedback,16,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,phase_v_current_actual_value,N,Enabled|Disabled,只读,Y,1,0x357A,0x02,Struct,INTEGER32,-2147483648,2147483647,0,-,,,,449,2,,,监控参数
Phase W Current Actual Value,W相电流当前值,Feedback,17,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,phase_w_current_actual_value,N,Enabled|Disabled,只读,Y,1,0x357A,0x03,Struct,INTEGER32,-2147483648,2147483647,0,p,,,,451,2,,,监控参数
ADC1 Raw Data Actual Value,ADC1原始数据当前值,Feedback,18,,Val,INTEGER32,RO,-2147483648,2147483647,0,-,adc1_raw_data_actual_value,N,Enabled|Disabled,只读,Y,1,0x358B,0x00,Val,INTEGER32,-2147483648,2147483647,0,mA,,,,533,2,,,模拟量控制模式参数
ADC2 Raw Data Actual Value,ADC2原始数据当前值,Feedback,19,,Val,INTEGER32,RO,-2147483648,2147483647,0,-,adc2_raw_data_actual_value,N,Enabled|Disabled,只读,Y,1,0x358C,0x00,Val,INTEGER32,-2147483648,2147483647,0,mV,,,,535,2,,,模拟量控制模式参数
Digital Input Status,数字IO输入值,Feedback,20,,Val,UNS32,RO,0,4294967295,0,-,digital_input_status,N,Enabled|Disabled,只读,Y,1,0x60FD,0x00,Val,UNS32,0,4294967295,0,mV,"0：无效
1：有效",https://hs9e67ygio.feishu.cn/wiki/wikcnKA1WlXyOhcr1CY74mVsamf#doxcnqisccuE2s0yWo9h0DgRSrh,,61653,2,,,GPI输入参数
Pulse Capture Signal Counts,脉冲捕获计数值,Feedback,21,,Val,UNS32,RO,0,4294967295,0,P,pulse_capture_signal_counts,N,Enabled|Disabled,只读,Y,1,0x35F0,0x00,Val,INTEGER32,0,2147483647,0,UU,,https://hs9e67ygio.feishu.cn/wiki/wikcnadoYsAoShVPxSiRoK4HFzd?from=from_copylink,,971,2,,,位置模式参数
Axis D Current Actual Value,D轴电流当前值,Feedback,22,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,A,axis_d_current_actual_value,N,Enabled|Disabled,只读,Y,1,0x35F6,0x00,Val,INTEGER32,-2147483648,2147483647,0,UU,,,,983,2,,,监控参数
Axis Alpha Voltage Actual Value,Alpha轴电压当前值,Feedback,23,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,axis_alpha_voltage_actual_value,N,Enabled|Disabled,只读,Y,1,0x35F7,0x00,Val,INTEGER32,-2147483648,2147483647,0,,,,,985,2,,,监控参数
Axis Beta Voltage Actual Value,Beta轴电压当前值,Feedback,24,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,V,axis_beta_voltage_actual_value,N,Enabled|Disabled,只读,Y,1,0x35F8,0x00,Val,INTEGER32,-2147483648,2147483647,0,cnt,,,,987,2,,,监控参数
